Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_02_824.jpg;0;1;0;2.301058;101.4904;88.76581;1.319823;61.7703;0.001276063
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_02_890.jpg;0;1;0;2.359153;101.557;88.89096;1.326191;61.78161;0.001309853
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_02_956.jpg;0;1;0;2.402871;101.6475;89.06129;1.325488;61.79698;0.001300298
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_03_023.jpg;0;1;0;2.446126;101.7168;89.19182;1.329443;61.80865;0.001326188
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_03_089.jpg;0;1;0;2.50359;101.7873;89.32467;1.335574;61.82001;0.001352505
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_03_156.jpg;-2.989574;1;0;2.546361;101.8844;89.50454;1.339578;61.56749;0.003071836
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_03_222.jpg;-5.988646;1;0;2.588674;101.9612;89.64038;1.330359;60.98182;359.993
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_03_289.jpg;-8.989649;1;0;2.642862;102.0424;89.77619;1.305275;60.01949;359.9482
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_03_356.jpg;-11.99642;1;0;2.681638;102.1581;89.95526;1.196928;58.10014;359.8432
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_03_423.jpg;-14.99594;1;0;2.719612;102.2515;90.08668;1.044335;56.20021;359.7151
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_03_489.jpg;-15;1;0;2.768852;102.3508;90.2154;0.8429548;54.10514;359.5408
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_03_556.jpg;-15;1;0;2.8067;102.4915;90.38318;0.5153219;51.2664;359.2643
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_03_623.jpg;-15;1;0;2.843246;102.6034;90.50581;0.2346057;49.13612;359.0284
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_03_689.jpg;-15;1;0;2.89092;102.7206;90.62567;359.9337;47.0369;358.7868
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_03_756.jpg;-15;1;0;2.916951;102.886;90.78776;359.8627;44.57307;358.6963
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_03_823.jpg;-15;1;0;2.942447;103.0188;90.90847;0.02897839;42.64404;358.7619
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_03_889.jpg;-12.00822;1;0;2.994845;103.1553;91.02484;0.04477018;40.63279;358.9154
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_03_956.jpg;-9.008339;1;0;3.043553;103.3478;91.17401;0.06105641;38.42414;358.9912
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_04_023.jpg;-6.007291;1;0;3.08393;103.4974;91.2851;0.1099226;37.22628;359.0161
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_04_089.jpg;-3.00525;1;0;3.137876;103.6501;91.3968;0.1783258;36.40785;359.0631
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_04_156.jpg;-0.003525317;1;0;3.177971;103.8573;91.5484;0.29522;35.96402;359.1997
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_04_223.jpg;-3.004936;1;0;3.218064;104.0166;91.66261;0.4238578;35.68303;359.291
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_04_289.jpg;-6.004769;1;0;3.269021;104.1796;91.77579;0.5658542;35.10281;359.3533
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_04_356.jpg;-9.001095;1;0;3.306643;104.4025;91.92267;0.6890984;33.67226;359.4132
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_04_423.jpg;-12.00863;1;0;3.344399;104.5743;92.02763;0.7021492;32.08818;359.416
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_04_489.jpg;-15;1;0;3.391045;104.7505;92.12648;0.6416762;30.09264;359.3554
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_04_556.jpg;-15;1;0;3.425076;104.9921;92.24795;0.4371478;27.05568;359.1876
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_04_623.jpg;-15;1;0;3.45965;105.178;92.33121;0.2093678;24.73194;358.9991
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_04_690.jpg;-15;1;0;3.5039;105.3678;92.40791;359.9324;22.46137;358.778
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_04_757.jpg;-11.99733;1;0;3.527352;105.6303;92.50745;359.8811;20.0501;358.7103
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_04_823.jpg;-8.998573;1;0;3.55372;105.8344;92.57887;0.03970747;18.57806;358.8182
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_04_890.jpg;-5.993249;1;0;3.614316;106.0412;92.64543;0.09157036;17.19176;358.9607
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_04_957.jpg;-2.991613;1;0;3.65446;106.3229;92.72813;0.1501952;16.02406;359.0811
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_05_023.jpg;0;1;0;3.692972;106.5381;92.78935;0.2402706;15.66405;359.1624
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_05_090.jpg;0;1;0;3.742688;106.7564;92.8511;0.3719934;15.56597;359.2562
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_05_157.jpg;0;1;0;3.779445;107.0515;92.93433;0.5873036;15.55141;359.4112
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_05_224.jpg;0;1;0;3.816981;107.2758;92.99754;0.7687923;15.5651;359.5484
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_05_290.jpg;0;1;0;3.867153;107.5025;93.06147;0.9684556;15.59019;359.6932
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_05_357.jpg;0;1;0;3.904337;107.8083;93.148;1.247545;15.63161;359.8969
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_05_423.jpg;0;1;0;3.941702;108.04;93.21306;1.441464;15.64875;0.005727911
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_05_490.jpg;0;1;0;3.992729;108.2718;93.27669;1.4778;15.65024;0.004118052
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_05_557.jpg;0;1;0;4.035615;108.5827;93.36378;1.443109;15.68336;0.002084616
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_05_624.jpg;0;1;0;4.072662;108.8186;93.43055;1.43903;15.70208;0.001929069
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_05_690.jpg;0;1;0;4.121798;109.0569;93.49827;1.451575;15.72215;0.001656479
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_05_757.jpg;0;1;0;4.158176;109.3777;93.58987;1.465578;15.75199;0.001982471
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_05_824.jpg;0;1;0;4.195824;109.6206;93.65945;1.466228;15.76968;0.00134097
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_05_890.jpg;0;1;0;4.245498;109.8657;93.7298;1.470618;15.79218;0.001318073
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_05_957.jpg;0;1;0;4.282184;110.1956;93.82471;1.47528;15.82407;0.001437111
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_06_024.jpg;0;1;0;4.318405;110.4455;93.89674;1.478419;15.84768;0.001354963
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_06_090.jpg;0;1;0;4.36754;110.6975;93.96947;1.479119;15.87333;0.001843591
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_06_157.jpg;0;1;0;4.403827;111.0367;94.06757;1.484091;15.90598;0.001470851
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_06_224.jpg;0;1;0;4.439995;111.2935;94.14198;1.488862;15.93203;0.001485908
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_06_290.jpg;2.997811;1;0;4.488135;111.5521;94.21783;1.491724;16.0927;0.0002710583
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_06_357.jpg;5.996792;1;0;4.523667;111.8989;94.32353;1.493544;16.80353;-0.0008269473
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_06_424.jpg;9.000992;1;0;4.557791;112.1598;94.40729;1.476922;17.75613;-0.00122317
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_06_490.jpg;11.99799;1;0;4.60277;112.4202;94.49706;1.427817;19.09893;0.05843115
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_06_557.jpg;14.99872;1;0;4.6322;112.7634;94.62796;1.20581;21.60792;0.2419877
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_06_624.jpg;15;1;0;4.665064;113.0168;94.73574;0.9195572;23.7978;0.4653423
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_06_690.jpg;15;1;0;4.703996;113.2661;94.85258;0.5498585;26.04603;0.7747678
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_06_757.jpg;15;1;0;4.729608;113.5914;95.0218;359.9225;29.0318;1.272459
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_06_824.jpg;15;1;0;4.752548;113.8369;95.15742;359.6996;30.91663;1.46971
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_06_890.jpg;15;1;0;4.755683;114.0821;95.30109;359.6833;32.68382;1.542311
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_06_957.jpg;15;1;0;4.757551;114.4075;95.50698;-0.001596877;35.08011;1.400011
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_07_024.jpg;13.50033;1;0;4.778749;114.6446;95.66937;0.06305806;37.14384;1.123995
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_07_090.jpg;10.50009;1;0;4.844431;114.8746;95.84661;0.0921604;39.3533;1.052003
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_07_157.jpg;7.50012;1;0;4.874345;115.1723;96.0965;0.03862325;41.49422;1.144026
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_07_224.jpg;4.497001;1;0;4.905094;115.3935;96.28994;-0.0003511678;42.57798;1.152071
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_07_290.jpg;1.497661;1;0;4.947429;115.6138;96.4888;0.003915939;43.23493;1.115756
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_07_357.jpg;4.494659;1;0;4.981498;115.9053;96.76138;0.03021985;43.90564;1.07072
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_07_424.jpg;7.499535;1;0;5.01075;116.1209;96.97096;0.0456985;44.61982;1.063784
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_07_490.jpg;10.49672;1;0;5.010644;116.3321;97.18431;0.0391841;45.66757;1.086114
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_07_557.jpg;13.49502;1;0;5.010383;116.6056;97.47572;0.01116821;47.58334;1.159739
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_07_623.jpg;15;1;0;5.0084;116.8049;97.69964;0.007204516;49.31687;1.165889
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_07_690.jpg;15;1;0;5.009341;116.9977;97.92917;-0.001384127;51.22353;1.158945
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_07_757.jpg;13.50519;1;0;5.007755;117.2436;98.24476;0.01306687;53.76706;1.164375
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_07_824.jpg;10.50707;1;0;5.009004;117.4201;98.48731;0.01193111;55.46987;1.148952
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_07_890.jpg;7.499895;1;0;5.010524;117.5901;98.7346;0.009110992;56.8997;1.140426
/home/alex/projects/RoboND-Rover-Project/dataset/IMG/robocam_2017_05_30_10_00_07_957.jpg;4.505506;1;0;5.01159;117.809;99.06985;0.005890024;58.25577;1.101963
